11.489 0.050
12.576 0.134
13.550 0.154
14.523 0.164
15.553 0.116
16.527 0.154
17.500 0.131
18.531 0.105
19.504 0.087
20.534 0.077
21.508 0.074
22.538 0.109
23.511 0.089
24.542 0.068
25.515 0.087
26.489 0.028
27.519 0.043
28.492 0.042
29.466 0.051
30.496 0.030
31.469 0.033
32.500 0.013
33.531 0.026
34.504 0.010
35.534 0.006
36.508 0.007
37.538 0.011
38.511 0.008
39.542 0.005
40.515 0.011
41.546 0.012
42.519 0.011
43.492 0.009
44.466 0.011
45.496 0.005
46.469 0.009
